TreeDepth,PID,Process,Offset,HandleValue,Type,GrantedAccess,Name
0,772,lsass.exe,0x8c88b1af91e0,0x1740,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3699d40,0x1748,WaitCompletionPacket,0x1,
0,772,lsass.exe,0x8c88b373ac40,0x1754,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b549c290,0x1758,Event,0x1f0003,
0,772,lsass.exe,0x8c88b45f8fe0,0x1760,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b5ee5980,0x1764,WaitCompletionPacket,0x1,
0,772,lsass.exe,0x8c88b06e9770,0x1768,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b1ac7550,0x1770,ALPC Port,0x1f0001,
0,772,lsass.exe,0x8c88b1a15cc0,0x1778,Event,0x1f0003,
0,772,lsass.exe,0xd086b0cdd9b0,0x177c,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED"
0,772,lsass.exe,0x8c88b54b7d60,0x1780,EtwRegistration,0x804,
0,772,lsass.exe,0xd086a43ba620,0x1788,Token,0xf01ff,
0,772,lsass.exe,0x8c88b4733620,0x1794,ALPC Port,0x1f0001,
0,772,lsass.exe,0xd086b1cd9060,0x179c,Token,0xf01ff,
0,772,lsass.exe,0x8c88af03ca80,0x17a0,ALPC Port,0x1f0001,
0,772,lsass.exe,0xd086b0fa0060,0x17b4,Token,0xf01ff,
0,772,lsass.exe,0xd086a84e59a0,0x17b8,Token,0xf01ff,
0,772,lsass.exe,0x8c88af1bbbd0,0x17bc,Event,0x1f0003,
0,772,lsass.exe,0x8c88b37c6380,0x17c0,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b4b5c9b0,0x17c4,Semaphore,0x100003,
0,772,lsass.exe,0xd086aa056060,0x17c8,Token,0xf01ff,
0,772,lsass.exe,0x8c88af201cc0,0x17cc,Semaphore,0x100003,
0,772,lsass.exe,0x8c88af3ce420,0x17d0,Semaphore,0x100003,
0,772,lsass.exe,0xd086a95e0060,0x17d4,Token,0xf01ff,
0,772,lsass.exe,0x8c88af8d8e20,0x17d8,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3adb6f0,0x17dc,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b4959db0,0x17e4,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3a15370,0x17e8,Semaphore,0x100003,
0,772,lsass.exe,0xd086a95e2060,0x17ec,Token,0xf01ff,
0,772,lsass.exe,0x8c88af5059b0,0x17f0,Semaphore,0x100003,
0,772,lsass.exe,0x8c88af08c6e0,0x17f4,Semaphore,0x100003,
0,772,lsass.exe,0xd086a9c17060,0x17f8,Token,0xf01ff,
0,772,lsass.exe,0x8c88b53bbde0,0x17fc,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b195f340,0x1810,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b6bb8a50,0x1814,Semaphore,0x100003,
0,772,lsass.exe,0xd086b1710610,0x181c,Token,0xf01ff,
0,772,lsass.exe,0x8c88b162ffe0,0x1820,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b5e26610,0x1824,Semaphore,0x100003,
0,772,lsass.exe,0xd086bc438200,0x1828,Token,0xf01ff,
0,772,lsass.exe,0x8c88b5beedb0,0x1838,Event,0x1f0003,
0,772,lsass.exe,0x8c88b1480e20,0x1844,ALPC Port,0x1f0001,
0,772,lsass.exe,0x8c88b46c8be0,0x1854,Semaphore,0x100003,
0,772,lsass.exe,0xd086aa539d90,0x1858,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0xd086aa5c57f0,0x185c,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0xd086b18a54c0,0x1868,Key,0x20019,"USER\S-1-5-20\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\TRUST"
0,772,lsass.exe,0xd086b29339a0,0x186c,Token,0xf01ff,
0,772,lsass.exe,0x8c88b3e44240,0x1870,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3e624f0,0x1874,WaitCompletionPacket,0x1,
0,772,lsass.exe,0x8c88af0d09c0,0x1878,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b1320290,0x187c,Semaphore,0x100003,
0,772,lsass.exe,0xd086a5aed9a0,0x1884,Token,0xf01ff,
0,772,lsass.exe,0x8c88b11534e0,0x1890,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b62a8830,0x189c,Event,0x1f0003,
0,772,lsass.exe,0x8c88b12ad9d0,0x18a0,Semaphore,0x100003,
0,772,lsass.exe,0xd086b1bcd9a0,0x18a8,Token,0xf01ff,
0,772,lsass.exe,0xd086b1b7a8a0,0x18ac,Token,0xf01ff,
0,772,lsass.exe,0xd086a5d638a0,0x18b0,Token,0xf01ff,
0,772,lsass.exe,0xd086b1cd9060,0x18b4,Token,0xf01ff,
0,772,lsass.exe,0x8c88b55e4070,0x18b8,ALPC Port,0x1f0001,
0,772,lsass.exe,0xd086a67a6d70,0x18c8,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0xd086a5a15110,0x18cc,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0xd086b0fcc2f0,0x18d0,Key,0x20019,"USER\.DEFAULT"
0,772,lsass.exe,0xd086a5e969b0,0x18d4,Token,0xf01ff,
0,772,lsass.exe,0x8c88af2d6800,0x18dc,Semaphore,0x100003,
0,772,lsass.exe,0x8c88af52e060,0x18e0,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b1a2f8d0,0x18f4,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b4b42fe0,0x18f8,Semaphore,0x100003,
0,772,lsass.exe,0xd086a5ea09a0,0x1900,Token,0xf01ff,
0,772,lsass.exe,0xd086a693a9a0,0x1908,Token,0xf01ff,
0,772,lsass.exe,0x8c88af0ed0f0,0x190c,Event,0x1f0003,
0,772,lsass.exe,0xd086a8ac2560,0x1910,Token,0xf01ff,
0,772,lsass.exe,0xd086a5e7d060,0x1914,Token,0xf01ff,
0,772,lsass.exe,0x8c88b29de680,0x1918,Semaphore,0x100003,
0,772,lsass.exe,0xd086a5c9b060,0x191c,Token,0xf01ff,
0,772,lsass.exe,0x8c88afe31fe0,0x1920,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b38e99c0,0x1924,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b1724c10,0x1928,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b1881580,0x1930,Process,0x1478,svchost.exe Pid 556
0,772,lsass.exe,0xd086b105f8e0,0x1934,Token,0xf01ff,
0,772,lsass.exe,0x8c88b350a170,0x193c,Event,0x1f0003,
0,772,lsass.exe,0xd086a7b128a0,0x1948,Token,0xf01ff,
0,772,lsass.exe,0xd086b7000060,0x1950,Token,0xf01ff,
0,772,lsass.exe,0xd086b32aa060,0x1958,Token,0xf01ff,
0,772,lsass.exe,0x8c88b3d0be20,0x195c,ALPC Port,0x1f0001,
0,772,lsass.exe,0xd086b2497060,0x1960,Token,0xf01ff,
0,772,lsass.exe,0x8c88af5fcd10,0x1964,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b5918900,0x1968,WaitCompletionPacket,0x1,
0,772,lsass.exe,0x8c88b05eb900,0x196c,Semaphore,0x100003,
0,772,lsass.exe,0xd086a5a049a0,0x1974,Token,0xf01ff,
0,772,lsass.exe,0xd086b209a9e0,0x1978,Token,0xf01ff,
0,772,lsass.exe,0x8c88b4353e70,0x1984,Event,0x1f0003,
0,772,lsass.exe,0x8c88b12e84a0,0x1990,Semaphore,0x100003,
0,772,lsass.exe,0xd086a524c920,0x19a4,Key,0x20019,"USER\S-1-5-20\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED"
0,772,lsass.exe,0xd086b2eb78a0,0x19a8,Token,0xf01ff,
0,772,lsass.exe,0xd086b39b6e70,0x19ac,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0xd086b228b8a0,0x19b0,Token,0xf01ff,
0,772,lsass.exe,0x8c88b3e6dd60,0x19b8,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b58cf960,0x19bc,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b05b6420,0x19c8,Semaphore,0x100003,
0,772,lsass.exe,0x8c88af382c40,0x19d4,Semaphore,0x100003,
0,772,lsass.exe,0xd086a9c169a0,0x19dc,Token,0xf01ff,
0,772,lsass.exe,0xd086b4170060,0x19e4,Token,0xf01ff,
0,772,lsass.exe,0xd086a7244c70,0x19e8,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0xd086b132ef70,0x19ec,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0x8c88b666edf0,0x19f0,Semaphore,0x100003,
0,772,lsass.exe,0xd086b231e060,0x19f8,Token,0xf01ff,
0,772,lsass.exe,0xd086b0a615d0,0x1a08,Token,0xf01ff,
0,772,lsass.exe,0x8c88b73f4080,0x1a14,Thread,0x1fffff,Tid 11904 Pid 772
0,772,lsass.exe,0x8c88afd5a5e0,0x1a30,Semaphore,0x100003,
0,772,lsass.exe,0xd086b0ec38a0,0x1a34,Token,0xf01ff,
0,772,lsass.exe,0xd086a9eb5060,0x1a40,Token,0xf01ff,
0,772,lsass.exe,0x8c88b2cb3ba0,0x1a44,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b06c13d0,0x1a48,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b2279160,0x1a4c,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b1562a90,0x1a50,Semaphore,0x100003,
0,772,lsass.exe,0xd086b1fb2060,0x1a54,Token,0xf01ff,
0,772,lsass.exe,0x8c88b23549a0,0x1a58,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b60e0580,0x1a5c,Process,0x1478,winlogon.exe Pid 6440
0,772,lsass.exe,0xd086b2fcea00,0x1a60,Token,0xf01ff,
0,772,lsass.exe,0x8c88b5f42780,0x1a68,Semaphore,0x100003,
0,772,lsass.exe,0xd086b2eb3060,0x1a6c,Token,0xf01ff,
0,772,lsass.exe,0xd086b2ec3060,0x1a70,Token,0xf01ff,
0,772,lsass.exe,0x8c88af0e8390,0x1a74,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b452c4a0,0x1a7c,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b35ba820,0x1a84,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b60e0580,0x1a88,Process,0x1478,winlogon.exe Pid 6440
0,772,lsass.exe,0xd086a7c15480,0x1a8c,Key,0x20019,"USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA"
0,772,lsass.exe,0x8c88afe0aa90,0x1a90,ALPC Port,0x1f0001,
0,772,lsass.exe,0x8c88b58d9700,0x1a94,Thread,0x1fffff,Tid 1944 Pid 772
0,772,lsass.exe,0x8c88b47fe2e0,0x1a98,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b56dbe20,0x1a9c,ALPC Port,0x1f0001,
0,772,lsass.exe,0xd086b18f3060,0x1aa0,Token,0xf01ff,
0,772,lsass.exe,0xd086a7af08f0,0x1aa4,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0xd086a9acaba0,0x1aa8,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0x8c88b6d5f8a0,0x1aac,Event,0x1f0003,
0,772,lsass.exe,0xd086a41ce8a0,0x1ab4,Token,0xf01ff,
0,772,lsass.exe,0xd086a9c6c400,0x1ab8,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\DISALLOWED"
0,772,lsass.exe,0x8c88b6a58380,0x1ac0,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b125b060,0x1ac4,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b6153950,0x1ac8,ALPC Port,0x1f0001,
0,772,lsass.exe,0x8c88b6e91960,0x1ad0,Event,0x1f0003,
0,772,lsass.exe,0x8c88b3365c40,0x1ae8,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b440a5a0,0x1aec,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b1a88410,0x1afc,Semaphore,0x100003,
0,772,lsass.exe,0xd086b1553310,0x1b04,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS"
0,772,lsass.exe,0xd086b1bf7550,0x1b18,Token,0xf01ff,
0,772,lsass.exe,0x8c88b5b3a4e0,0x1b1c,Event,0x1f0003,
0,772,lsass.exe,0xd086aac178e0,0x1b20,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA"
0,772,lsass.exe,0x8c88b4337350,0x1b24,Semaphore,0x100003,
0,772,lsass.exe,0x8c88afe95a70,0x1b28,WaitCompletionPacket,0x1,
0,772,lsass.exe,0x8c88af669380,0x1b2c,Event,0x1f0003,
0,772,lsass.exe,0x8c88b41dd8a0,0x1b38,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b4761760,0x1b3c,Event,0x1f0003,
0,772,lsass.exe,0x8c88b146e6d0,0x1b40,Semaphore,0x100003,
0,772,lsass.exe,0xd086a749dcf0,0x1b44,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0x8c88af63bdd0,0x1b48,Semaphore,0x100003,
0,772,lsass.exe,0xd086b0abc7b0,0x1b50,Key,0x20019,"USER\S-1-5-20"
0,772,lsass.exe,0x8c88b6301710,0x1b54,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3e14580,0x1b58,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b4a4daa0,0x1b64,Event,0x1f0003,
0,772,lsass.exe,0xd086b1d5f510,0x1b68,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\CA"
0,772,lsass.exe,0x8c88b14b0d70,0x1b6c,Event,0x1f0003,
0,772,lsass.exe,0x8c88b04daf60,0x1b70,Event,0x1f0003,
0,772,lsass.exe,0x8c88b3575390,0x1b74,Semaphore,0x100003,
0,772,lsass.exe,0xd086bc5ae370,0x1b78,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\CA"
0,772,lsass.exe,0xd086a5fcd060,0x1b80,Token,0xf01ff,
0,772,lsass.exe,0x8c88b2375da0,0x1b88,WaitCompletionPacket,0x1,
0,772,lsass.exe,0xd086b0b709a0,0x1b8c,Token,0xf01ff,
0,772,lsass.exe,0x8c88afb09a20,0x1b90,Event,0x1f0003,
0,772,lsass.exe,0x8c88af4e19f0,0x1b98,ALPC Port,0x1f0001,
0,772,lsass.exe,0x8c88af47cc90,0x1b9c,Semaphore,0x100003,
0,772,lsass.exe,0x8c88af4321d0,0x1ba0,Semaphore,0x100003,
0,772,lsass.exe,0x8c88afeb5ee0,0x1ba4,Event,0x1f0003,
0,772,lsass.exe,0x8c88b36aded0,0x1bac,Semaphore,0x100003,
0,772,lsass.exe,0x8c88af5bb080,0x1bb0,Process,0x1478,RuntimeBroker. Pid 6988
0,772,lsass.exe,0xd086aa296060,0x1bb8,Token,0xf01ff,
0,772,lsass.exe,0x8c88b328bbb0,0x1bbc,Semaphore,0x100003,
0,772,lsass.exe,0xd086b20592d0,0x1bc0,Key,0x20019,"USER\.DEFAULT"
0,772,lsass.exe,0x8c88b2284380,0x1bc8,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b06c2060,0x1bd0,Semaphore,0x100003,
0,772,lsass.exe,0x8c88af26f8a0,0x1bd4,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3b67d20,0x1bd8,Event,0x1f0003,
0,772,lsass.exe,0x8c88afe2c4c0,0x1bdc,Process,0x1478,powershell.exe Pid 5848
0,772,lsass.exe,0x8c88b07818c0,0x1be0,Semaphore,0x100003,
0,772,lsass.exe,0xd086aa1e6820,0x1be4,Key,0x20019,"USER\S-1-5-20\SOFTWARE\POLICIES\MICROSOFT\SYSTEMCERTIFICATES"
0,772,lsass.exe,0xd086a9b47390,0x1be8,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0x8c88b4353e70,0x1bec,Event,0x1f0003,
0,772,lsass.exe,0xd086b4d59060,0x1bf0,Token,0xf01ff,
0,772,lsass.exe,0x8c88b12fe1f0,0x1bf4,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b6967430,0x1bf8,Semaphore,0x100003,
0,772,lsass.exe,0xd086aa5922f0,0x1c08,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0x8c88af62a1f0,0x1c24,Event,0x100003,
0,772,lsass.exe,0xd086a9a70460,0x1c28,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0x8c88b3b05110,0x1c30,Event,0x100003,
0,772,lsass.exe,0xd086b2e98330,0x1c34,Token,0xf01ff,
0,772,lsass.exe,0x8c88b5bb8b30,0x1c38,Semaphore,0x100003,
0,772,lsass.exe,0xd086b1ba0630,0x1c48,Token,0xf01ff,
0,772,lsass.exe,0x8c88b7eea070,0x1c4c,ALPC Port,0x1f0001,
0,772,lsass.exe,0xd086a6bb1060,0x1c50,Token,0xf01ff,
0,772,lsass.exe,0x8c88b65b1d90,0x1c5c,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b646ea10,0x1c60,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b6431580,0x1c64,Process,0x1478,svchost.exe Pid 6192
0,772,lsass.exe,0x8c88b42c5410,0x1c70,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b104ae00,0x1c78,Semaphore,0x100003,
0,772,lsass.exe,0xd086a6616970,0x1c88,Token,0xf01ff,
0,772,lsass.exe,0xd086a5dbe2e0,0x1c8c,Token,0xf01ff,
0,772,lsass.exe,0xd086b3fb78a0,0x1c90,Token,0xf01ff,
0,772,lsass.exe,0x8c88b6183540,0x1c94,EtwRegistration,0x804,
0,772,lsass.exe,0xd086b488e8a0,0x1c98,Token,0xf01ff,
0,772,lsass.exe,0xd086b299e8a0,0x1c9c,Token,0xf01ff,
0,772,lsass.exe,0x8c88b6303510,0x1ca4,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b6b712f0,0x1cac,Event,0x1f0003,
0,772,lsass.exe,0xd086b71d58a0,0x1cb0,Token,0xf01ff,
0,772,lsass.exe,0x8c88b73f4080,0x1cbc,Thread,0x1fffff,Tid 11904 Pid 772
0,772,lsass.exe,0xd086b2bd2550,0x1cc0,Token,0xf01ff,
0,772,lsass.exe,0x8c88b49d75c0,0x1ce4,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b22ee410,0x1cec,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b54cd930,0x1cf0,Semaphore,0x100003,
0,772,lsass.exe,0xd086b2dde370,0x1cf4,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0x8c88b6829430,0x1cf8,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b30f9730,0x1d00,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b17bb120,0x1d08,Event,0x100003,
0,772,lsass.exe,0x8c88b2cea2e0,0x1d1c,Semaphore,0x100003,
0,772,lsass.exe,0xd086a75b6070,0x1d2c,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0xd086b138b9e0,0x1d30,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0xd086b355b060,0x1d3c,Token,0xf01ff,
0,772,lsass.exe,0x8c88b89709b0,0x1d40,Semaphore,0x100003,
0,772,lsass.exe,0xd086a9a5d420,0x1d44,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0x8c88b61ee070,0x1d54,EtwRegistration,0x804,
0,772,lsass.exe,0x8c88b6726e00,0x1d58,EtwRegistration,0x804,
0,772,lsass.exe,0x8c88b668fac0,0x1d5c,Semaphore,0x100003,
0,772,lsass.exe,0xd086a8cab550,0x1d60,Token,0xf01ff,
0,772,lsass.exe,0xd086b26b28a0,0x1d68,Token,0xf01ff,
0,772,lsass.exe,0xd086b3fc6970,0x1d70,Token,0xf01ff,
0,772,lsass.exe,0x8c88b6792270,0x1d74,Event,0x1f0003,
0,772,lsass.exe,0x8c88b5db9060,0x1d78,Event,0x100003,
0,772,lsass.exe,0x8c88b5939320,0x1d7c,WaitCompletionPacket,0x1,
0,772,lsass.exe,0xd086a6bb1060,0x1d88,Token,0xf01ff,
0,772,lsass.exe,0xd086aa0ff970,0x1d90,Token,0xf01ff,
0,772,lsass.exe,0xd086a9fe01b0,0x1d94,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED"
0,772,lsass.exe,0xd086b19c3060,0x1dac,Token,0xf01ff,
0,772,lsass.exe,0x8c88af377630,0x1db4,Semaphore,0x100003,
0,772,lsass.exe,0xd086aa536960,0x1dc0,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\CRYPTOGRAPHY\OID\ENCODINGTYPE 0\CERTDLLCREATECERTIFICATECHAINENGINE\CONFIG"
0,772,lsass.exe,0x8c88b2b71f30,0x1dc4,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b39ccce0,0x1dcc,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b7593e60,0x1dd4,Event,0x1f0003,
0,772,lsass.exe,0xd086b1cef8a0,0x1dd8,Token,0xf01ff,
0,772,lsass.exe,0xd086a69f2970,0x1de0,Token,0xf01ff,
0,772,lsass.exe,0xd086a6bb1060,0x1de4,Token,0xf01ff,
0,772,lsass.exe,0xd086b41568a0,0x1df0,Token,0xf01ff,
0,772,lsass.exe,0xd086aa057850,0x1dfc,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0x8c88b227fb00,0x1e00,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b55422b0,0x1e04,Event,0x1f0003,
0,772,lsass.exe,0xd086a53946d0,0x1e14,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\HOMEGROUP MACHINE CERTIFICATES"
0,772,lsass.exe,0xd086b2298830,0x1e18,Key,0x20019,"USER\.DEFAULT\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\DISALLOWED"
0,772,lsass.exe,0xd086a68ab970,0x1e1c,Token,0xf01ff,
0,772,lsass.exe,0x8c88afd88340,0x1e2c,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b2cc5320,0x1e34,ALPC Port,0x1f0001,
0,772,lsass.exe,0xd086a55db070,0x1e40,Key,0x20019,"USER\.DEFAULT"
0,772,lsass.exe,0x8c88b3a46740,0x1e48,Semaphore,0x100003,
0,772,lsass.exe,0xd086a5bd9c80,0x1e50,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0x8c88b69b2db0,0x1e58,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3933420,0x1e60,Event,0x1f0003,
0,772,lsass.exe,0x8c88b6be7a50,0x1e74,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3fd36d0,0x1e7c,Semaphore,0x100003,
0,772,lsass.exe,0xd086b2f28970,0x1e80,Token,0xf01ff,
0,772,lsass.exe,0x8c88b16d4260,0x1e9c,Semaphore,0x100003,
0,772,lsass.exe,0xd086b34c1cf0,0x1eb8,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\CA"
0,772,lsass.exe,0x8c88b0bcc880,0x1ec8,Event,0x1f0003,
0,772,lsass.exe,0x8c88b57604a0,0x1ee8,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b7f748e0,0x1eec,Semaphore,0x100003,
0,772,lsass.exe,0xd086b26a7430,0x1ef0,Key,0x20019,"USER\.DEFAULT"
0,772,lsass.exe,0xd086a6bb1060,0x1f10,Token,0xf01ff,
0,772,lsass.exe,0xd086a9c1b060,0x1f24,Token,0xf01ff,
0,772,lsass.exe,0xd086b2324f70,0x1f40,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0x8c88b38ac880,0x1f4c,Event,0x100003,
0,772,lsass.exe,0x8c88b447cd90,0x1f54,Semaphore,0x100003,
0,772,lsass.exe,0xd086a9b1e7d0,0x1f58,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{6D0F37E4-4FAC-4E44-9C07-6B8343FE4953}"
0,772,lsass.exe,0xd086a87fb6e0,0x1f5c,Key,0x20019,"USER\.DEFAULT"
0,772,lsass.exe,0xd086b0df9a10,0x1f6c,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\ENTERPRISECERTIFICATES\CA"
0,772,lsass.exe,0xd086b13062e0,0x1f7c,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\IDENTITYSTORE\PROVIDERS\{B16898C6-A148-4967-9171-64D755DA8520}"
0,772,lsass.exe,0x8c88b6be79d0,0x1f88,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b3d34060,0x1f94,Semaphore,0x100003,
0,772,lsass.exe,0x8c88b057a3c0,0x1f98,Semaphore,0x100003,
0,772,lsass.exe,0xd086a6bb1060,0x1f9c,Token,0xf01ff,
0,772,lsass.exe,0x8c88af601580,0x1fa0,Process,0x1478,p.exe Pid 8260
0,772,lsass.exe,0xd086b17f6180,0x1fa4,Key,0x20019,"MACHINE\SOFTWARE\MICROSOFT\SYSTEMCERTIFICATES\MY"
0,772,lsass.exe,0x8c88b89c2210,0x1fb4,Semaphore,0x100003,
